__stool_NN_2	solid excretory product evacuated from the bowels 
__training_NN_2	the result of good upbringing especially knowledge of correct social behavior a woman of breeding and refinement 
__retrogression_NN_1	passing from a more complex to a simpler biological form 
__elevator_operator_NN_1	an operator of an elevator 
__dye_VB_1	color with dye Please dye these shoes 
__arbitration_NN_1	law the hearing and determination of a dispute by an impartial referee agreed to by both parties often used to settle disputes between labor and management 
__comer_NN_2	someone who arrives or has arrived 
__peritrate_NN_1	a coronary vasodilator trade name Peritrate used to treat angina pectoris 
__attorneyship_NN_1	the position of attorney 
__pleione_NN_1	small genus of dwarf orchids India to Thailand and Taiwan 
__nanga_parbat_NN_1	a mountain in the Himalayas in Kashmir 26 660 feet high 
__salsify_NN_1	edible root of the salsify plant 
__cliff_dwelling_NN_1	a rock and adobe dwelling built on sheltered ledges in the sides of a cliff the Anasazi built cliff dwellings in the southwestern United States 
__houri_NN_2	Islam one of the dark-eyed virgins of perfect beauty believed to live with the blessed in Paradise 
__gas_shell_NN_1	military bomb consisting of an explosive projectile filled with a toxic gas that is released when the bomb explodes 
__tachygraphy_NN_1	a method of writing rapidly 
__arc_NN_2	a continuous portion of a circle 
__appliance_NN_2	durable goods for home or office use 
__phase_NN_2	physical chemistry a distinct state of matter in a system matter that is identical in chemical composition and physical state and separated from other material by the phase boundary the reaction occurs in the liquid phase of the system 
__winter_heliotrope_NN_1	European herb with vanilla-scented white-pink flowers 
__fault_line_NN_1	geology line determined by the intersection of a geological fault and the earth s surface 
__balcony_NN_2	a platform projecting from the wall of a building and surrounded by a balustrade or railing or parapet 
__operation_NN_10	mathematics calculation by mathematical methods the problems at the end of the chapter demonstrated the mathematical processes involved in the derivation they were learning the basic operations of arithmetic 
__weakener_NN_1	that which weakens or causes a loss of strength doubt is a great weakener of resolve 
__ndjamena_NN_1	the capital and largest city of Chad located in the southwestern on the Shari river 
__trigonometric_function_NN_1	function of an angle expressed as a ratio of the length of the sides of right-angled triangle containing the angle 
__soybean_meal_NN_1	meal made from soybeans 
__bedizen_VB_1	decorate tastelessly 
__pass_VB_9	go unchallenged be approved The bill cleared the House 
__demythologize_VB_1	remove the mythical element from writings the Bible should be demythologized and examined for its historical value 
__the_tempter_NN_1	Judeo-Christian and Islamic religions chief spirit of evil and adversary of God tempter of mankind master of Hell 
__back_NN_4	football a person who plays in the backfield 
__genus_armillaria_NN_1	genus of edible mushrooms having white spores an annulus and blue juice some are edible some cause root rot 
__west_germanic_language_NN_1	a branch of the Germanic languages 
__genus_cronartium_NN_1	rust fungi having aecia produced in raised or swollen sori and teliospores borne in waxy columns 
__ironwood_tree_NN_2	a small slow-growing deciduous tree of northern Iran having a low domed shape 
__subculture_NN_1	a social group within a national culture that has distinctive patterns of behavior and beliefs 
__countermarch_NN_1	military a march in the reverse direction or back along the same route 
__presidential_term_NN_1	the tenure of a president things were quiet during the Eisenhower administration 
__pleasure_craft_NN_1	a large motorboat that has a cabin and plumbing and other conveniences necessary for living on board 
__prepuce_NN_1	a fold of skin covering the tip of the clitoris 
__cryptophyceae_NN_1	motile usually brownish-green protozoa-like algae 
__genus_anacardium_NN_1	type genus of the Anacardiaceae cashew 
__clout_VB_1	strike hard especially with the fist He clouted his attacker 
__panto_NN_1	an abbreviation of pantomime 
__have_a_bun_in_the_oven_VB_1	be pregnant with She is bearing his child The are expecting another child in January I am carrying his child 
__philaenus_NN_1	a genus of Cercopidae 
__ready-to-wear_NN_1	ready-made clothing she couldn t find anything in ready-to-wear that she liked 
__vulnerability_NN_1	the state of being vulnerable or exposed his vulnerability to litigation his exposure to ridicule 
__superfamily_sphecoidea_NN_1	families Sphecidae and Stizidae 
__urban_sprawl_NN_1	an aggregation or continuous network of urban communities 
__long_suit_NN_1	in a hand the suit having the most cards 
__seafaring_NN_1	the work of a sailor 
__hellenic_republic_NN_1	a republic in southeastern Europe on the southern part of the Balkan peninsula known for grapes and olives and olive oil 
__order_cypriniformes_NN_1	an order of animals including almost entirely freshwater fishes characins loaches carp suckers sometimes classified as a suborder of Ostariophysi 
__mount_carmel_NN_1	a mountain range in northwestern Israel near the Mediterranean coast according to the Old Testament Elijah defeated the priests of Baal at Mount Carmel 
__genus_chiococca_NN_1	shrubs of tropical and subtropical New World 
__twelve_tribes_of_israel_NN_1	twelve kin groups of ancient Israel each traditionally descended from one of the twelve sons of Jacob 
__solenogaster_NN_1	deep-water wormlike mollusks lacking calcareous plates on the body but having fine slimy spicules on the covering mantle 
__monas_NN_1	a singular metaphysical entity from which material properties are said to derive 
__persuasive_JJ_1	intended or having the power to induce action or belief persuasive eloquence a most persuasive speaker a persuasive argument 
__protect_VB_1	shield from danger injury destruction or damage Weatherbeater protects your roof from the rain 
__vena_facialis_NN_1	any of several veins draining the face 
__sesame_family_NN_1	the family of plants of order Polemoniales 
__possessive_case_NN_1	the case expressing ownership 
__acadia_NN_1	the French-speaking part of the Canadian Maritime Provinces 
__passenger_train_NN_1	a train that carries passengers 
__gasterosteidae_NN_1	sticklebacks 
__casque_NN_1	15-16th century any armor for the head usually ornate without a visor 
__light-emitting_diode_NN_1	diode such that light emitted at a p-n junction is proportional to the bias current color depends on the material used 
__elephantiasis_NN_1	hypertrophy of certain body parts usually legs and scrotum the end state of the disease filariasis 
__pacific_northwest_NN_1	a region of the northwestern United States usually including Washington and Oregon and sometimes southwestern British Columbia 
__genus_caltha_NN_1	a genus of Caltha 
__genus_dasypus_NN_1	type genus of the Dasypodidae 
__impairment_NN_3	the condition of being unable to perform as a consequence of physical or mental unfitness reading disability hearing impairment 
__filler_NN_5	the tobacco used to form the core of a cigar 
__sandarac_NN_1	durable fragrant wood used in building as in the roof of the cathedral at Cordova Spain 
__santiago_de_cuba_NN_1	a port city in southeastern Cuba industrial center 
__mark_antony_NN_1	Roman general under Julius Caesar in the Gallic wars repudiated his wife for the Egyptian queen Cleopatra they were defeated by Octavian at Actium 83-30 BC 
__hanseatic_league_NN_1	a commercial and defensive confederation of free cities in northern Germany and surrounding areas formed in 1241 and most influential in the 14th century when it included over 100 towns and functioned as an independent political power the last official assembly was held in 1669 
__orphan_NN_2	someone or something who lacks support or care or supervision 
__hosepipe_NN_1	a flexible pipe for conveying a liquid or gas 
__great_lakes_NN_1	a group of five large interconnected lakes in central North America 
__paradisaeidae_NN_1	birds of paradise 
__cinnabar_NN_1	a heavy reddish mineral consisting of mercuric sulfide the chief source of mercury 
__tientsin_NN_1	a major industrial center in northeastern China on the Grand Canal near the Yellow Sea 3rd largest city in China 
__broccoli_NN_1	plant with dense clusters of tight green flower buds 
__four-in-hand_NN_2	a carriage pulled by four horses with one driver 
__unspell_VB_1	release from a spell 
__nestor_paz_zamora_commission_NN_1	a terrorist organization in Bolivia that acts as an umbrella for numerous small indigenous subversive groups a revival of a group with Marxist-Leninist ideologies originally established by Che Guevara in the 1960s 
__barge_VB_2	transport by barge on a body of water 
__crataegus_crus-galli_NN_1	eastern United States hawthorn with long straight thorns 
__fear_NN_2	an anxious feeling care had aged him they hushed it up out of fear of public reaction 
__provenience_NN_1	where something originated or was nurtured in its early existence the birthplace of civilization 
__platoon_NN_1	a military unit that is a subdivision of a company usually has a headquarters and two or more squads usually commanded by a lieutenant 
__waco_NN_1	a city in east central Texas 
__timolol_NN_1	a beta blocker trade name Blocadren administered after heart attacks 
__subdivision_NN_3	a division of some larger or more complex organization a branch of Congress botany is a branch of biology the Germanic branch of Indo-European languages 
__spheniscus_NN_1	type genus of the Spheniscidae jackass penguins 
__tombstone_NN_1	a stone that is used to mark a grave 
__perpendicularity_NN_1	the relation of opposition between things at right angles 
__pocket_lighter_NN_1	a lighter for cigars or cigarettes 
__theological_virtue_NN_1	according to Christian ethics one of the three virtues faith hope and charity created by God to round out the natural virtues 
__fijis_NN_1	a group of more than 800 islands 100 inhabited in the southwestern Pacific larger islands Viti Levu and Vanua Levu are of volcanic origin surrounded by coral reefs smaller islands are coral 
__hellion_NN_1	a rowdy or mischievous person usually a young man he chased the young hellions out of his yard 
__shmegegge_NN_1	Yiddish baloney hot air nonsense 
__paganism_NN_1	any of various religions other than Christianity or Judaism or Islamism 
__training_college_NN_1	a school providing training for a special field or profession 
__taxonomy_NN_2	biology study of the general principles of scientific classification 
__marvel_VB_2	express astonishment or surprise about something 
__nitrous_oxide_NN_1	inhalation anesthetic used as an anesthetic in dentistry and surgery 
__sweet_balm_NN_1	bushy perennial Old World mint having small white or yellowish flowers and fragrant lemon-flavored leaves a garden escapee in northern Europe and North America 
__portrayer_NN_1	a painter or drawer of portraits 
__seep_VB_1	pass gradually or leak through or as if through small openings 
__nullifier_NN_1	an advocate of nullification someone who believes that a state can resist federal laws 
__pea_plant_NN_1	a leguminous plant of the genus Pisum with small white flowers and long green pods containing edible green seeds 
__templetonia_retusa_NN_1	Australian shrub having simple obovate leaves and brilliant scarlet flowers 
__islamic_party_of_turkestan_NN_1	a terrorist group of Islamic militants formed in 1996 opposes Uzbekistan s secular regime and wants to establish an Islamic state in central Asia is a conduit for drugs from Afghanistan to central Asian countries 
__cackler_NN_2	any of various insectivorous Old World birds with a loud incessant song in some classifications considered members of the family Muscicapidae 
__want_VB_1	feel or have a desire for want strongly I want to go home now I want my own room 
__newborn_infant_NN_1	a baby from birth to four weeks 
__privy_council_NN_1	an advisory council to a ruler especially to the British Crown 
__lepidocybium_NN_1	a genus of Gempylidae 
__thrust_NN_3	the act of applying force to propel something after reaching the desired velocity the drive is cut off 
__catapultic_JJ_1	of or like a catapult a catapultic kind of action 
__smooth_dogfish_NN_1	small bottom-dwelling shark found along both Atlantic coasts 
__slave-making_ant_NN_1	an ant that attacks colonies of other ant species and carries off the young to be reared as slave ants 
__carriageway_NN_1	one of the two sides of a motorway where traffic travels in one direction only usually in two or three lanes 
__splinter_NN_1	a small thin sharp bit or wood or glass or metal he got a splinter in his finger it broke into slivers 
__remuneration_NN_2	the act of paying for goods or services or to recompense for losses adequate remuneration for his work 
__suit_VB_1	be agreeable or acceptable to This suits my needs 
__taxodium_distichum_NN_1	common cypress of southeastern United States having trunk expanded at base found in coastal swamps and flooding river bottoms 
__gametogenesis_NN_1	the development and maturation of sex cells through meiosis 
__vision_NN_4	the formation of a mental image of something that is not perceived as real and is not present to the senses popular imagination created a world of demons imagination reveals what the world could be 
__engine_cooling_system_NN_1	equipment in a motor vehicle that cools the engine 
__magazine_NN_6	a metal frame or container holding cartridges can be inserted into an automatic gun 
__genus_athrotaxis_NN_1	a genus of gymnosperm 
__schooltime_NN_1	the period of instruction in a school the time period when school is in session stay after school he didn t miss a single day of school when the school day was done we would walk home together 
__supernumerary_NN_1	a person serving no apparent function reducing staff is difficult because our employees include no supernumeraries 
__perplex_VB_2	make more complicated There was a new development that complicated the matter 
__greylag_goose_NN_1	common grey wild goose of Europe ancestor of many domestic breeds 
__marsilea_NN_1	clover ferns 
__woodworking_plane_NN_1	a carpenter s hand tool with an adjustable blade for smoothing or shaping wood the cabinetmaker used a plane for the finish work 
__swayer_NN_1	a person who rules or commands swayer of the universe 
__psychotria_capensis_NN_1	South African evergreen having hard tough wood 
__geomyidae_NN_1	North American pocket gophers 
__stodge_NN_1	heavy and filling and usually starchy food 
__deanship_NN_1	the position or office of a dean 
__steamroller_NN_1	a massive inexorable force that seems to crush everything in its way 
__adjustable_wrench_NN_1	can be changed to different settings 
__straw_boss_NN_1	a member of a work gang who supervises the other workers 
__fruit_tree_NN_1	tree bearing edible fruit 
__summer_solstice_NN_1	June 21 when the sun is at its northernmost point 
__surcease_NN_1	a stopping a cessation of the thunder 
__blueprint_NN_2	photographic print of plans or technical drawings etc 
__neighbour_NN_1	a person who lives or is located near another 
__showpiece_NN_1	the outstanding item the prize piece or main exhibit in a collection 
__order_dermoptera_NN_1	flying lemurs 
__relegate_VB_4	assign to a class or kind How should algae be classified People argue about how to relegate certain mushrooms 
__genus_acanthophis_NN_1	Australian elapid snakes 
__chocolate_candy_NN_1	candy made with chocolate 
__stem_NN_5	front part of a vessel or aircraft he pointed the bow of the boat toward the finish line 
__extensile_JJ_1	capable of being protruded or stretched or opened out an extensile tongue an extensible measuring rule 
__team_NN_1	a cooperative unit especially in sports 
__mephobarbital_NN_1	a long-acting crystalline barbiturate trade name Mebaral used as a sedative and as an anticonvulsant in the treatment of epilepsy 
__pinch_NN_5	a small sharp bite or snip 
__bw_defense_NN_1	defense against biological warfare 
__michelangelo_buonarroti_NN_1	Florentine sculptor and painter and architect one of the outstanding figures of the Renaissance 1475-1564 
__sexual_urge_NN_1	all of the feelings resulting from the urge to gratify sexual impulses he wanted a better sex life the film contained no sex or violence 
__boldface_NN_1	a typeface with thick heavy lines 
__utilization_NN_1	the act of using he warned against the use of narcotic drugs skilled in the utilization of computers 
__nazify_VB_1	cause or force to adopt Nazism or a Nazi character Hitler nazified Germany in the 1930 s The arts were nazified everywhere in Germany 
__conventionalize_VB_1	make conventional or adapt to conventions conventionalized behavior 
__rearmament_NN_1	the act of arming again he opposed the rearmament of Japan after World War II 
__theme_NN_3	music melodic subject of a musical composition the theme is announced in the first measures the accompanist picked up the idea and elaborated it 
__norinyl_NN_1	trade name for an oral contraceptive containing norethindrone and mestranol 
__lighterman_NN_1	someone who operates a barge 
__explosion_NN_6	a sudden outburst an explosion of laughter an explosion of rage 
__throw_VB_12	make on a potter s wheel she threw a beautiful teapot 
__herd_NN_1	a group of cattle or sheep or other domestic mammals all of the same kind that are herded by humans 
__surcharge_VB_6	place too much a load on don t overload the car 
__delphi_NN_1	an ancient Greek city on the slopes of Mount Parnassus site of the oracle of Delphi 
__rigout_NN_1	a person s costume especially if bizarre What a queer rigout 
__sign_VB_8	make the sign of the cross over someone in order to call on God for protection consecrate 
__small_person_NN_1	a person of below average size 
__titan_NN_2	Greek mythology any of the primordial giant gods who ruled the Earth until overthrown by Zeus the Titans were offspring of Uranus Heaven and Gaea Earth 
__wild_wilkworm_NN_1	larva of a saturniid moth spins a large amount of strong silk in constructing its cocoon 
__hoof_NN_1	the foot of an ungulate mammal 
__girondist_NN_1	a member of the moderate republican party that was in power during the French Revolution the Girondists were overthrown by their more radical rivals the Jacobins 
__boston_tea_party_NN_1	demonstration 1773 by citizens of Boston who disguised as Indians raided three British ships in Boston harbor and dumped hundreds of chests of tea into the harbor organized as a protest against taxes on tea 
__trick_VB_1	deceive somebody We tricked the teacher into thinking that class would be cancelled next week 
__dissolving_NN_1	the process of going into solution the dissolving of salt in water 
__queen_NN_8	chess the most powerful piece 
__lake_trasimenus_NN_1	a battle in 217 BC in which Hannibal ambushed a Roman army led by Flaminius 
__serum_NN_1	an amber watery fluid rich in proteins that separates out when blood coagulates 
__shadowiness_NN_1	relative darkness caused by light rays being intercepted by an opaque body it is much cooler in the shade there s too much shadiness to take good photographs 
__french_indochina_NN_1	the French colonies of the territory now occupied by Cambodia Laos and Vietnam 
__compass_VB_1	bring about accomplish This writer attempts more than his talents can compass 
__lewisia_NN_1	genus of western North American low-growing herbs having linear woolly leaves and large pink flowers 
__identity_card_NN_1	a card certifying the identity of the bearer he had to show his card to get in 
__tender_NN_3	a formal proposal to buy at a specified price 
__scrub_fowl_NN_1	large-footed short-winged birds of Australasia build mounds of decaying vegetation to incubate eggs 
__hispaniola_NN_1	an island in the West Indies 
__range_of_a_function_NN_1	mathematics the set of values of the dependent variable for which a function is defined the image of f x = x^2 is the set of all non-negative real numbers if the domain of the function is the set of all real numbers 
__center_for_disease_control_and_prevention_NN_1	a federal agency in the Department of Health and Human Services located in Atlanta investigates and diagnoses and tries to control or prevent diseases especially new and unusual diseases 
__isole_egadi_NN_1	a group of islands off the west coast of Sicily in the Mediterranean 
__family_colubridae_NN_1	nonvenomous snakes about two-thirds of all living species 
__singing_voice_NN_1	the musical quality of the voice while singing 
__terror_NN_1	an overwhelming feeling of fear and anxiety 
__diffusion_NN_1	physics the process in which there is movement of a substance from an area of high concentration of that substance to an area of lower concentration 
__genus_fomes_NN_1	genus of bracket fungi forming corky or woody perennial shelflike sporophores often of large size includes some that cause destructive heartrot in trees 
__ligament_NN_1	a sheet or band of tough fibrous tissue connecting bones or cartilages or supporting muscles or organs 
__blue_VB_1	turn blue 
__acrylic_NN_4	a synthetic fabric 
__wintergreen_oil_NN_1	oil or flavoring obtained from the creeping wintergreen or teaberry plant 
__sponge_NN_4	primitive multicellular marine animal whose porous body is supported by a fibrous skeletal framework usually occurs in sessile colonies 
__acanthus_NN_1	any plant of the genus Acanthus having large spiny leaves and spikes or white or purplish flowers native to Mediterranean region but widely cultivated 
__coelenterate_family_NN_1	a family of coelenterates 
__department_NN_2	the territorial and administrative division of some countries such as France 
__sweet_unicorn_plant_NN_1	a herbaceous plant of the genus Proboscidea 
__heal_VB_3	provide a cure for make healthy again The treatment cured the boy s acne The quack pretended to heal patients but never managed to 
__genus_alopecurus_NN_1	annual or perennial grasses including decorative and meadow species as well as notorious agricultural weeds 
__nazi_NN_1	a German member of Adolf Hitler s political party 
__window_NN_8	computer science a rectangular part of a computer screen that contains a display different from the rest of the screen 
__usa_NN_1	North American republic containing 50 states - 48 conterminous states in North America plus Alaska in northwest North America and the Hawaiian Islands in the Pacific Ocean achieved independence in 1776 
__tragulidae_NN_1	chevrotains 
__pharmacy_NN_2	a retail shop where medicine and other articles are sold 
__college_NN_2	an institution of higher education created to educate and grant degrees often a part of a university 
__genus_astacus_NN_1	type genus of the family Astacidae Old World crayfish 
__true_flycatcher_NN_1	any of a large group of small songbirds that feed on insects taken on the wing 
__krauthead_NN_1	offensive term for a person of German descent 
__step_NN_7	the sound of a step of someone walking he heard footsteps on the porch 
__milk_vetch_NN_1	any of various plants of the genus Astragalus 
__swiss_stone_pine_NN_1	large five-needled European pine yields cembra nuts and a resinous exudate 
__subclass_crossopterygii_NN_1	fishes having paired fins resembling limbs and regarded as ancestral to amphibians 
__public_school_NN_2	private independent secondary school in Great Britain supported by endowment and tuition 
__nei_monggol_NN_1	an autonomous region of northeastern China that was annexed by the Manchu rulers in 1635 and became an integral part of China in 1911 
__woolgatherer_NN_1	someone who indulges in idle or absentminded daydreaming 
__whole_NN_1	all of something including all its component elements or parts Europe considered as a whole the whole of American literature 
__northern_territory_NN_1	a territory in north central Australia 
__transportation_NN_5	the commercial enterprise of moving goods and materials 
__virgin_mary_NN_1	the mother of Jesus Christians refer to her as the Virgin Mary she is especially honored by Roman Catholics 
__return_NN_5	the act of going back to a prior location they set out on their return to the base camp 
__recorder_NN_3	a barrister or solicitor who serves as part-time judge in towns or boroughs 
__prolapse_VB_1	slip or fall out of place as of body parts prolapsed rectum 
__evangelist_NN_2	when capitalized any of the spiritual leaders who are assumed to be authors of the Gospels in the New Testament Matthew Mark Luke and John 
__cellar_NN_1	the lowermost portion of a structure partly or wholly below ground level often used for storage 
__williams_NN_1	United States country singer and songwriter 1923-1953 
__doubling_NN_2	raising the stakes in a card game by a factor of 2 I decided his double was a bluff 
__complexifier_NN_1	someone makes things complex 
__upper_deck_NN_1	a higher deck 
__belly_dance_VB_1	perform a belly dance 
__arousal_NN_2	a state of heightened physiological activity 
__actinomycete_NN_1	any bacteria some of which are pathogenic for humans and animals belonging to the order Actinomycetales 
